weekly,monthly,yearly,weekly_prepost,holidays,covid_regressors,RMSE_last,MAE_last,RMSE_cv_mean,MAE_cv_mean
True,True,True,True,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",171.6663963347118,138.04339692303725,199.8371351438281,159.5249776909246
False,True,True,True,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",171.6663963347118,138.04339692303725,199.8371351438281,159.5249776909246
False,True,False,False,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",199.92163906349995,172.9216580424109,199.9629642772186,158.1520872656205
True,False,True,False,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",168.42701857647512,130.07332136776927,200.33229923252134,159.6724542560941
False,True,False,False,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",199.3844993523497,172.73115016595187,200.48338806605335,158.420140416176
True,True,True,False,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",174.11167605125107,137.66055535476187,200.53352111780038,159.90797805237383
False,True,True,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",177.6038969341768,144.4254465250116,200.6430970537834,160.3590443065679
True,True,True,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",177.6038969341768,144.4254465250116,200.6430970537834,160.3590443065679
True,False,True,True,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",169.93278857880955,134.7191313905632,200.890385363693,160.0989332684516
False,False,True,True,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",169.93278857880955,134.7191313905632,200.890385363693,160.0989332684516
True,True,True,False,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",174.63501760148515,138.1787538907968,201.25937760985153,160.90890604387477
False,False,False,False,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",205.65044499946382,177.30379724169597,201.2758916801769,158.33790424513128
False,False,False,False,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",205.41481957041876,177.15063207477584,201.2973433131705,158.43836327957067
True,False,True,True,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",172.4834519157948,139.29089543065814,201.3176225917349,161.10224413474214
False,False,True,True,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",172.4834519157948,139.29089543065814,201.3176225917349,161.10224413474214
True,False,True,False,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",173.14333197147988,135.27579596498853,201.76448387275155,161.17004002836856
True,False,True,False,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",178.05719283116474,142.28848320382338,201.95425153241374,161.68495317575574
True,False,True,True,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",168.28869119551126,133.03284917508867,202.37301396041457,161.22925959641208
False,False,True,True,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",168.28869119551126,133.03284917508867,202.37301396041457,161.22925959641208
True,False,True,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",179.39284065771216,146.6946886097608,202.4840879929984,162.19580007561794
