weekly,monthly,yearly,weekly_prepost,holidays,covid_regressors,RMSE_last,MAE_last,RMSE_cv_mean,MAE_cv_mean
True,True,False,False,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",99.9713981633233,78.50521684483759,150.95545204852255,111.53282267123154
False,False,False,True,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",99.84169263035815,78.26243692398725,152.07865642146066,112.02843753846392
True,False,False,True,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",99.84169263035815,78.26243692398725,152.07865642146066,112.02843753846392
True,False,False,False,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",99.56821242346172,78.29975019484982,152.4852969424695,111.68315930599569
False,True,False,True,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",97.93825455161235,77.40960058070704,153.30065399919414,113.6028932011832
True,True,False,True,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",97.93825455161235,77.40960058070704,153.30065399919414,113.6028932011832
True,False,False,False,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",110.77182022525533,82.43752505133277,153.55158116229083,111.9278973105872
False,False,False,True,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",98.51354123238083,77.08521571054985,155.44420588760389,113.55214633192747
True,False,False,True,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",98.51354123238083,77.08521571054985,155.44420588760389,113.55214633192747
True,True,False,False,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",112.34294203399901,83.12616262135565,155.72789944383024,113.75800006676641
True,True,False,False,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",99.91864433744884,78.81400172497797,155.87672474878818,114.14471202357342
False,False,False,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",110.62984025634178,83.15352887570553,156.06099839495695,113.8051126063485
True,False,False,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",110.62984025634178,83.15352887570553,156.06099839495695,113.8051126063485
True,False,False,False,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",98.83143252221937,77.63095802241023,156.36037835036973,114.15535032307932
False,True,False,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",110.95367700264467,82.98193455722185,156.76684341334914,115.3847963108417
True,True,False,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",110.95367700264467,82.98193455722185,156.76684341334914,115.3847963108417
True,True,False,True,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",99.2985987610756,78.6873322450926,157.8931829394171,115.85215013593495
False,True,False,True,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",99.2985987610756,78.6873322450926,157.8931829394171,115.85215013593495
True,False,False,True,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",111.95095719119158,84.26047370824908,158.0700379799813,114.88903567357379
False,False,False,True,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",111.95095719119158,84.26047370824908,158.0700379799813,114.88903567357379
True,False,False,False,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",110.02799419253408,81.93493653853739,159.73219575373082,115.32593059610929
True,True,False,False,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",111.98926604907004,82.8447506576144,160.35968489276158,115.93475735726172
False,True,False,True,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",110.46266275958914,82.54909092296727,161.12916915931623,117.42627350370175
True,True,False,True,False,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",110.46266275958914,82.54909092296727,161.12916915931623,117.42627350370175
True,True,False,False,True,,101.69686582600804,78.97702557536478,164.85730219171765,117.93283137089352
True,False,False,False,True,,101.16958480591447,79.1932210088048,164.908007538394,116.80122094457097
True,False,False,True,True,,100.25578510194883,78.2875123902008,165.80900145319865,117.25704922795667
False,False,False,True,True,,100.25578510194883,78.2875123902008,165.80900145319865,117.25704922795667
True,True,True,False,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",107.82993607213302,86.2548223350182,165.87035901204877,127.85795273174776
