weekly,monthly,yearly,weekly_prepost,holidays,covid_regressors,RMSE_last,MAE_last,RMSE_cv_mean,MAE_cv_mean
False,False,False,True,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",4362.88550849337,3455.3588709013247,4942.016437120578,3767.9537538858676
True,False,False,True,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",4362.88550849337,3455.3588709013247,4942.016437120578,3767.9537538858676
False,True,False,True,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",4283.719311001328,3389.644622605387,4967.4425886483905,3797.902253115847
True,True,False,True,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",4283.719311001328,3389.644622605387,4967.4425886483905,3797.902253115847
True,False,False,False,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",4573.95136105999,3639.0898346487547,4999.111647014584,3840.977639273448
True,True,False,False,True,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",4569.537535925711,3623.616152343776,5003.026480919687,3857.765354394429
True,False,False,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",4966.990614075875,3796.365424952139,5067.40108751381,3835.446402965785
False,False,False,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",4966.990614075875,3796.365424952139,5067.40108751381,3835.446402965785
True,False,False,True,True,,4403.1963275118005,3468.9774239971243,5093.928478321299,3715.4525575962048
False,False,False,True,True,,4403.1963275118005,3468.9774239971243,5093.928478321299,3715.4525575962048
False,True,False,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",4974.854646525208,3799.143930928068,5095.083378550476,3857.9719415383156
True,True,False,True,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",4974.854646525208,3799.143930928068,5095.083378550476,3857.9719415383156
True,False,False,False,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",5136.635334694975,3979.1402671202886,5097.034077145051,3882.2999538001964
False,True,False,True,True,,4375.813501897784,3410.8302079372784,5103.710481185943,3722.2187313282348
True,True,False,True,True,,4375.813501897784,3410.8302079372784,5103.710481185943,3722.2187313282348
False,False,False,True,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",4346.865177111958,3439.569364008179,5114.0252533252005,3865.9582703529127
True,False,False,True,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",4346.865177111958,3439.569364008179,5114.0252533252005,3865.9582703529127
True,True,False,False,False,"['dummy_emilia_full_open', 'dummy_emilia_restricted_open', 'dummy_emilia_takeaway_only']",5148.054817668342,3976.3758698633505,5132.766493258164,3925.628504301694
True,True,False,True,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",4306.720141027064,3420.426568310046,5139.66550351278,3892.394537087112
False,True,False,True,True,"['dummy_lombardia_full_open', 'dummy_lombardia_restricted_open', 'dummy_lombardia_takeaway_only']",4306.720141027064,3420.426568310046,5139.66550351278,3892.394537087112
True,True,False,False,True,,4666.10103004634,3658.7541789803663,5143.700175264461,3836.826650078324
True,False,False,False,True,,4646.026935583603,3675.410726613334,5163.664537779595,3849.500358569045
