,scontrini,totale,giorno,scontrino_medio,data,dummy_emilia_full_open,dummy_emilia_restricted_open,dummy_emilia_takeaway_only,dummy_lombardia_full_open,dummy_lombardia_restricted_open,dummy_lombardia_takeaway_only,is_post_covid
243,1238.0,44509.36,Saturday,35.95263327948304,2018-09-01,1.0,0.0,0.0,1.0,0.0,0.0,0
244,971.0,37013.43,Sunday,38.11887744593203,2018-09-02,1.0,0.0,0.0,1.0,0.0,0.0,0
245,782.0,27336.32,Monday,34.95693094629156,2018-09-03,1.0,0.0,0.0,1.0,0.0,0.0,0
246,793.0,27500.18,Tuesday,34.678663303909204,2018-09-04,1.0,0.0,0.0,1.0,0.0,0.0,0
247,758.0,25443.04,Wednesday,33.566015831134564,2018-09-05,1.0,0.0,0.0,1.0,0.0,0.0,0
248,827.0,28380.14,Thursday,34.31697702539299,2018-09-06,1.0,0.0,0.0,1.0,0.0,0.0,0
249,953.0,31443.89,Friday,32.994637985309545,2018-09-07,1.0,0.0,0.0,1.0,0.0,0.0,0
250,1185.0,41197.88,Saturday,34.76614345991561,2018-09-08,1.0,0.0,0.0,1.0,0.0,0.0,0
251,850.0,32054.16,Sunday,37.710776470588236,2018-09-09,1.0,0.0,0.0,1.0,0.0,0.0,0
252,850.0,29050.82,Monday,34.17743529411765,2018-09-10,1.0,0.0,0.0,1.0,0.0,0.0,0
253,848.0,28699.79,Tuesday,33.844091981132074,2018-09-11,1.0,0.0,0.0,1.0,0.0,0.0,0
254,856.0,27924.78,Wednesday,32.622406542056076,2018-09-12,1.0,0.0,0.0,1.0,0.0,0.0,0
255,898.0,30120.92,Thursday,33.5422271714922,2018-09-13,1.0,0.0,0.0,1.0,0.0,0.0,0
256,1162.0,39615.61,Friday,34.09260757314974,2018-09-14,1.0,0.0,0.0,1.0,0.0,0.0,0
257,1230.0,45008.0,Saturday,36.59186991869919,2018-09-15,1.0,0.0,0.0,1.0,0.0,0.0,0
258,992.0,37109.06,Sunday,37.408326612903224,2018-09-16,1.0,0.0,0.0,1.0,0.0,0.0,0
259,869.0,31348.26,Monday,36.073947065592634,2018-09-17,1.0,0.0,0.0,1.0,0.0,0.0,0
260,761.0,25776.97,Tuesday,33.872496714848886,2018-09-18,1.0,0.0,0.0,1.0,0.0,0.0,0
261,759.0,25165.86,Wednesday,33.156600790513835,2018-09-19,1.0,0.0,0.0,1.0,0.0,0.0,0
262,965.0,29071.94,Thursday,30.126362694300518,2018-09-20,1.0,0.0,0.0,1.0,0.0,0.0,0
263,1089.0,35959.72,Friday,33.020863177226815,2018-09-21,1.0,0.0,0.0,1.0,0.0,0.0,0
264,1227.0,44819.64,Saturday,36.5278239608802,2018-09-22,1.0,0.0,0.0,1.0,0.0,0.0,0
265,1039.0,37204.88,Sunday,35.808354186718,2018-09-23,1.0,0.0,0.0,1.0,0.0,0.0,0
266,699.0,22564.03,Monday,32.280443490700996,2018-09-24,1.0,0.0,0.0,1.0,0.0,0.0,0
267,713.0,23081.14,Tuesday,32.371865357643756,2018-09-25,1.0,0.0,0.0,1.0,0.0,0.0,0
268,845.0,27001.85,Wednesday,31.954852071005917,2018-09-26,1.0,0.0,0.0,1.0,0.0,0.0,0
269,778.0,25530.21,Thursday,32.81517994858612,2018-09-27,1.0,0.0,0.0,1.0,0.0,0.0,0
270,1112.0,37143.23,Friday,33.402185251798564,2018-09-28,1.0,0.0,0.0,1.0,0.0,0.0,0
271,1321.0,46442.73,Saturday,35.15725208175625,2018-09-29,1.0,0.0,0.0,1.0,0.0,0.0,0
272,935.0,34905.16,Sunday,37.33172192513369,2018-09-30,1.0,0.0,0.0,1.0,0.0,0.0,0
273,671.0,22926.01,Monday,34.166929955290605,2018-10-01,1.0,0.0,0.0,1.0,0.0,0.0,0
274,711.0,23873.68,Tuesday,33.57760900140647,2018-10-02,1.0,0.0,0.0,1.0,0.0,0.0,0
275,753.0,26440.41,Wednesday,35.11342629482072,2018-10-03,1.0,0.0,0.0,1.0,0.0,0.0,0
276,792.0,26479.47,Thursday,33.433674242424246,2018-10-04,1.0,0.0,0.0,1.0,0.0,0.0,0
277,1122.0,37370.95,Friday,33.30744206773618,2018-10-05,1.0,0.0,0.0,1.0,0.0,0.0,0
278,1250.0,44624.3,Saturday,35.69944,2018-10-06,1.0,0.0,0.0,1.0,0.0,0.0,0
279,959.0,35693.11,Sunday,37.21909280500522,2018-10-07,1.0,0.0,0.0,1.0,0.0,0.0,0
280,731.0,23308.86,Monday,31.886265389876883,2018-10-08,1.0,0.0,0.0,1.0,0.0,0.0,0
281,736.0,24097.13,Tuesday,32.74066576086957,2018-10-09,1.0,0.0,0.0,1.0,0.0,0.0,0
282,762.0,26295.73,Wednesday,34.508832020997374,2018-10-10,1.0,0.0,0.0,1.0,0.0,0.0,0
283,763.0,26007.13,Thursday,34.08536041939712,2018-10-11,1.0,0.0,0.0,1.0,0.0,0.0,0
284,1176.0,40506.99,Friday,34.4447193877551,2018-10-12,1.0,0.0,0.0,1.0,0.0,0.0,0
285,1351.0,51113.99,Saturday,37.83418948926721,2018-10-13,1.0,0.0,0.0,1.0,0.0,0.0,0
286,945.0,38305.71,Sunday,40.53514285714286,2018-10-14,1.0,0.0,0.0,1.0,0.0,0.0,0
287,716.0,23928.62,Monday,33.41986033519553,2018-10-15,1.0,0.0,0.0,1.0,0.0,0.0,0
288,730.0,23750.03,Tuesday,32.534287671232875,2018-10-16,1.0,0.0,0.0,1.0,0.0,0.0,0
289,795.0,27213.42,Wednesday,34.230716981132076,2018-10-17,1.0,0.0,0.0,1.0,0.0,0.0,0
290,761.0,25850.79,Thursday,33.969500657030224,2018-10-18,1.0,0.0,0.0,1.0,0.0,0.0,0
291,1158.0,38815.89,Friday,33.519766839378235,2018-10-19,1.0,0.0,0.0,1.0,0.0,0.0,0
292,1358.0,48972.02,Saturday,36.06187039764359,2018-10-20,1.0,0.0,0.0,1.0,0.0,0.0,0
293,984.0,38886.62,Sunday,39.518922764227646,2018-10-21,1.0,0.0,0.0,1.0,0.0,0.0,0
294,710.0,23170.31,Monday,32.63423943661972,2018-10-22,1.0,0.0,0.0,1.0,0.0,0.0,0
295,771.0,24819.29,Tuesday,32.19103761348897,2018-10-23,1.0,0.0,0.0,1.0,0.0,0.0,0
296,756.0,26272.12,Wednesday,34.75148148148148,2018-10-24,1.0,0.0,0.0,1.0,0.0,0.0,0
297,722.0,25026.33,Thursday,34.66250692520776,2018-10-25,1.0,0.0,0.0,1.0,0.0,0.0,0
298,1124.0,37415.35,Friday,33.28767793594306,2018-10-26,1.0,0.0,0.0,1.0,0.0,0.0,0
299,1007.0,44543.8,Saturday,44.23416087388282,2018-10-27,1.0,0.0,0.0,1.0,0.0,0.0,0
300,857.0,33631.73,Sunday,39.24355892648775,2018-10-28,1.0,0.0,0.0,1.0,0.0,0.0,0
301,630.0,21386.07,Monday,33.94614285714286,2018-10-29,1.0,0.0,0.0,1.0,0.0,0.0,0
302,697.0,23854.43,Tuesday,34.22443328550933,2018-10-30,1.0,0.0,0.0,1.0,0.0,0.0,0
303,1111.0,40088.22,Wednesday,36.08300630063006,2018-10-31,1.0,0.0,0.0,1.0,0.0,0.0,0
304,1042.0,39691.42,Thursday,38.09157389635317,2018-11-01,1.0,0.0,0.0,1.0,0.0,0.0,0
305,1092.0,37404.24,Friday,34.25296703296703,2018-11-02,1.0,0.0,0.0,1.0,0.0,0.0,0
306,1236.0,43784.93,Saturday,35.42470064724919,2018-11-03,1.0,0.0,0.0,1.0,0.0,0.0,0
307,935.0,35953.38,Sunday,38.452812834224595,2018-11-04,1.0,0.0,0.0,1.0,0.0,0.0,0
308,633.0,21994.13,Monday,34.745860979462876,2018-11-05,1.0,0.0,0.0,1.0,0.0,0.0,0
309,710.0,24906.12,Tuesday,35.07904225352112,2018-11-06,1.0,0.0,0.0,1.0,0.0,0.0,0
310,735.0,24746.44,Wednesday,33.668625850340135,2018-11-07,1.0,0.0,0.0,1.0,0.0,0.0,0
311,785.0,26846.51,Thursday,34.199375796178344,2018-11-08,1.0,0.0,0.0,1.0,0.0,0.0,0
312,1106.0,37612.29,Friday,34.007495479204344,2018-11-09,1.0,0.0,0.0,1.0,0.0,0.0,0
313,1395.0,50206.98,Saturday,35.99066666666667,2018-11-10,1.0,0.0,0.0,1.0,0.0,0.0,0
314,1008.0,37958.98,Sunday,37.657718253968255,2018-11-11,1.0,0.0,0.0,1.0,0.0,0.0,0
315,728.0,24531.25,Monday,33.69677197802198,2018-11-12,1.0,0.0,0.0,1.0,0.0,0.0,0
316,824.0,28789.89,Tuesday,34.93918689320388,2018-11-13,1.0,0.0,0.0,1.0,0.0,0.0,0
317,808.0,26658.06,Wednesday,32.99264851485149,2018-11-14,1.0,0.0,0.0,1.0,0.0,0.0,0
318,768.0,26430.74,Thursday,34.41502604166667,2018-11-15,1.0,0.0,0.0,1.0,0.0,0.0,0
319,1161.0,41597.87,Friday,35.82934539190354,2018-11-16,1.0,0.0,0.0,1.0,0.0,0.0,0
320,1321.0,49442.05,Saturday,37.4277441332324,2018-11-17,1.0,0.0,0.0,1.0,0.0,0.0,0
321,925.0,38946.52,Sunday,42.104345945945944,2018-11-18,1.0,0.0,0.0,1.0,0.0,0.0,0
322,698.0,22887.63,Monday,32.79030085959886,2018-11-19,1.0,0.0,0.0,1.0,0.0,0.0,0
323,756.0,26166.0,Tuesday,34.611111111111114,2018-11-20,1.0,0.0,0.0,1.0,0.0,0.0,0
